id,sales
0,52.0
1,75.4
2,61.0
3,65.2
4,39.0
5,42.8
6,39.0
7,76.8
8,52.6
9,69.4
10,37.666666666666664
11,93.5
12,46.8
13,46.1
14,30.7
15,29.7
16,29.5
17,58.5
18,51.8
19,71.4
20,53.7
21,101.3
22,69.6
23,60.0
24,47.7
25,62.1
26,39.1
27,77.5
28,72.3
29,76.6
30,59.8
31,88.0
32,66.4
33,73.9
34,52.7
35,40.5
36,37.5
37,72.8
38,73.6
39,56.9
40,59.0
41,57.2
42,79.0
43,66.5
44,45.4
45,35.8
46,38.8
47,89.4
48,73.1
49,76.9
50,54.9
51,87.4
52,67.7
53,54.1
54,40.4
55,35.1
56,39.2
57,84.1
58,58.6
59,65.8
60,57.8
61,76.4
62,72.6
63,56.2
64,44.8
65,40.8
66,26.2
67,89.8
68,64.6
69,49.4
70,52.3
71,67.0
72,74.0
73,57.3
74,42.3
75,40.5
76,36.825
77,74.0
78,57.3
79,53.0
80,49.5
81,46.3
82,52.6
83,63.3
84,31.7
85,36.0
86,37.0
87,71.2
88,53.6
89,68.5
90,63.4
91,90.0
92,86.7
93,70.5
94,41.6
95,52.4
96,59.4
97,70.1
98,69.2
99,73.6
100,45.4
101,96.3
102,63.7
103,79.4
104,39.7
105,45.6
106,40.4
107,108.0
108,58.1
109,55.06666666666666
110,50.0
111,73.0
112,41.4
113,64.1
114,42.4
115,52.0
116,34.8
117,73.5
118,45.8
119,62.6
120,45.6
121,71.3
122,72.4
123,63.0
124,44.2
125,44.2
126,37.0
127,85.6
128,51.0
129,77.0
130,46.1
131,66.8
132,69.1
133,36.9
134,38.0
135,39.6
136,28.8
137,67.0
138,57.3
139,60.9
140,38.5
141,84.0
142,51.0
143,66.2
144,51.5
145,41.1
146,40.3
147,57.2
148,47.8
149,57.1
150,53.8
151,50.2
152,41.8
153,48.3
154,41.7
155,30.0
156,43.6
157,66.23333333333333
158,63.4
159,65.4
160,50.9
161,100.4
162,76.1
163,72.0
164,31.0
165,35.6
166,38.2
167,97.6
168,64.4
169,79.3
170,43.0
171,82.3
172,53.5
173,83.2
174,61.8
175,38.2
176,34.9
177,62.0
178,53.5
179,70.4
180,47.0
181,57.5
182,56.2
183,46.1
184,44.4
185,53.0
186,33.8
187,71.2
188,47.5
189,54.7
190,33.0
191,60.0
192,71.2
193,45.7
194,43.2
195,37.4
196,27.7
197,84.2
198,63.4
199,72.5
200,47.0
201,90.8
202,65.4
203,39.33333333333333
204,31.8
205,48.5
206,36.4
207,83.3
208,61.7
209,77.4
210,53.5
211,72.8
212,66.7
213,51.0
214,42.7
215,38.4
216,30.9
217,61.5
218,59.9
219,79.4
220,62.2
221,77.2
222,43.4
223,44.38333333333334
224,39.0
225,38.6
226,42.0
227,72.2
228,63.3
229,57.0
230,60.0
231,78.6
232,74.8
233,66.3
234,62.9
235,42.7
236,43.0
237,89.6
238,62.9
239,81.1
240,47.6
241,56.9
242,69.3
243,71.9
244,45.9
245,46.5
246,52.5
247,70.4
248,58.0
249,60.56
250,51.4
251,91.3
252,79.9
253,87.0
254,42.8
255,44.7
256,39.6
257,77.7
258,73.6
259,61.1
260,20.8
261,32.3
262,30.2
263,22.2
264,21.4
265,15.8
266,19.6
267,39.5
268,25.8
269,31.4
270,24.0
271,38.8
272,37.2
273,21.4
274,15.0
275,19.6
276,19.7
277,38.1
278,23.1
279,29.7
280,30.8
281,37.8
282,32.9
283,34.4
284,23.8
285,33.6
286,16.5
287,50.4
288,40.9
289,39.4
290,22.8
291,56.6
292,41.9
293,29.8
294,28.0
295,23.9
296,19.6
297,37.6
298,37.8
299,40.8
300,37.0
301,38.5
302,35.0
303,24.9
304,22.95
305,20.9
306,13.8
307,39.2
308,33.8
309,28.3
310,25.0
311,47.2
312,42.3
313,35.6
314,23.5
315,21.7
316,34.6
317,40.9
318,38.2
319,31.1
320,24.7
321,35.8
322,34.5
323,39.4
324,25.4
325,18.9
326,16.0
327,45.4
328,20.4
329,24.8
330,22.3
331,30.0
332,45.5
333,28.4
334,19.0
335,18.6
336,16.1
337,41.5
338,24.6
339,31.5
340,23.8
341,43.1
342,32.4
343,23.7
344,22.3
345,24.81666666666667
346,17.7
347,33.5
348,15.2
349,23.9
350,39.0
351,56.6
352,45.5
353,33.0
354,27.8
355,28.6
356,21.5
357,41.6
358,34.3
359,44.8
360,27.2
361,48.7
362,42.5
363,36.6
364,30.0
365,28.4
366,31.0
367,35.2
368,32.4
369,51.7
370,36.7
371,44.8
372,39.2
373,53.9
374,31.2
375,23.5
376,18.7
377,41.3
378,37.3
379,37.8
380,33.4
381,40.8
382,36.1
383,27.5
384,22.7
385,21.2
386,22.1
387,44.3
388,39.9
389,29.3
390,29.4
391,39.1
392,33.4
393,25.8
394,18.7
395,26.4
396,19.8
397,40.4
398,31.0
399,30.0
400,23.8
401,32.9
402,38.6
403,26.7
404,16.2
405,27.2
406,12.191666666666666
407,39.3
408,51.3
409,30.3
410,23.0
411,44.5
412,31.1
413,17.8
414,27.7
415,29.2
416,15.8
417,41.8
418,25.6
419,24.0
420,20.0
421,34.2
422,30.9
423,30.8
424,30.6
425,29.3
426,14.5
427,50.0
428,36.6
429,42.4
430,25.6
431,46.2
432,31.1
433,24.2
434,28.0
435,31.0
436,33.5
437,38.4
438,32.9
439,42.4
440,27.4
441,45.2
442,42.2
443,33.6
444,15.5
445,19.2
446,29.0
447,31.7
448,34.8
449,37.0
450,30.475
451,39.6
452,35.9
453,33.0
454,15.6
455,33.0
456,26.6
457,41.0
458,41.5
459,36.3
460,31.0
461,35.2
462,35.7
463,26.1
464,38.8
465,24.8
466,18.5
467,39.5
468,39.4
469,32.8
470,21.2
471,42.8
472,26.0
473,27.6
474,19.4
475,27.8
476,22.5
477,36.0
478,26.1
479,38.5
480,29.8
481,44.4
482,22.8
483,22.4
484,17.2
485,37.3
486,17.5
487,37.0
488,33.6
489,39.3
490,38.5
491,55.2
492,38.1
493,31.3
494,29.0
495,19.3
496,24.7
497,26.0
498,42.1
499,56.2
500,38.5
501,37.7
502,40.2
503,39.9
504,34.8
505,23.6
506,26.0
507,45.8
508,43.9
509,37.9
510,29.4
511,47.3
512,34.7
513,34.2
514,20.6
515,19.0
516,19.6
517,67.5
518,37.2
519,43.1
520,72.8
521,106.4
522,62.2
523,79.0
524,50.2
525,49.1
526,40.1
527,115.3
528,74.3
529,94.2
530,49.6
531,107.0
532,73.6
533,85.4
534,40.5
535,66.9
536,35.5
537,95.0
538,75.7
539,89.8
540,69.2
541,111.0
542,95.5
543,81.0
544,68.3
545,69.5
546,34.8
547,125.5
548,104.1
549,104.6
550,68.6
551,98.6
552,105.2
553,91.5
554,66.6
555,60.4
556,46.8
557,78.8
558,63.2
559,95.1
560,64.4
561,135.8
562,104.0
563,80.3
564,68.9
565,46.3
566,41.0
567,78.2
568,93.8
569,83.0
570,72.1
571,94.7
572,103.2
573,94.0
574,52.5
575,53.2
576,35.1
577,80.4
578,91.8
579,50.3
580,58.3
581,107.4
582,99.7
583,66.5
584,71.9
585,63.0
586,50.0
587,86.0
588,70.6
589,113.0
590,67.6
591,99.4
592,99.5
593,81.2
594,38.8
595,46.4
596,47.8
597,114.6
598,85.9
599,79.8
600,64.2
601,91.8
602,82.4
603,78.66666666666666
604,43.1
605,51.9
606,41.4
607,94.0
608,73.0
609,89.5
610,85.8
611,121.7
612,75.7
613,85.2
614,58.8
615,45.7
616,40.7
617,112.5
618,91.6
619,65.0
620,65.2
621,99.1
622,86.1
623,60.5
624,63.1
625,42.7
626,48.5
627,116.7
628,60.4
629,79.5
630,68.9
631,80.2
632,82.6
633,78.6
634,60.2
635,69.0
636,46.7
637,96.2
638,57.9
639,82.3
640,62.1
641,138.7
642,84.2
643,91.3
644,66.4
645,72.1
646,49.55
647,98.1
648,86.2
649,93.0
650,78.2
651,93.6
652,96.0
653,61.5
654,65.2
655,65.6
656,47.0
657,82.0
658,93.6
659,109.4
660,45.2
661,75.2
662,93.0
663,70.9
664,60.6
665,48.6
666,38.0
667,83.5
668,70.5
669,83.1
670,69.5
671,108.58
672,84.7
673,67.7
674,42.5
675,54.4
676,63.2
677,104.5
678,67.5
679,79.0
680,76.8
681,112.6
682,83.1
683,80.5
684,73.5
685,55.6
686,52.1
687,95.7
688,79.2
689,103.0
690,69.0
691,65.0
692,120.0
693,86.7
694,61.4
695,66.3
696,70.8
697,81.0
698,74.5
699,84.2
700,69.4
701,105.6
702,81.0
703,81.6
704,48.6
705,39.9
706,21.5
707,127.3
708,73.0
709,79.2
710,72.0
711,84.8
712,70.4
713,54.9
714,51.6
715,54.733333333333334
716,39.6
717,82.9
718,91.0
719,88.0
720,67.3
721,102.9
722,103.9
723,84.6
724,51.1
725,48.8
726,40.8
727,69.0
728,56.3
729,98.0
730,74.2
731,79.8
