id,sales
0,55.88867210178495
1,79.32919029090232
2,70.2759570131555
3,64.81830399604716
4,47.0481996170712
5,47.00709838799331
6,42.82712803409302
7,75.8832474831696
8,64.74307331233405
9,69.26746464084982
10,55.89895133541023
11,79.34381830158998
12,70.28869359321824
13,64.8304570882755
14,47.056760761688835
15,47.01584956147619
16,42.835044519046676
17,75.8976992355724
18,64.75491706084549
19,69.28004804288175
20,55.90923056903551
21,79.35844631227764
22,70.30143017328098
23,64.84261018050381
24,47.06532190630647
25,47.02460073495906
26,42.842961004000315
27,75.91215098797521
28,64.76676080935692
29,69.29263144491365
30,55.919509802660784
31,79.3730743229653
32,70.3141667533437
33,64.85476327273213
34,47.07388305092411
35,47.03335190844193
36,42.85087748895397
37,75.92660274037802
38,64.77860455786838
39,69.30521484694557
40,55.92978903628607
41,79.38770233365295
42,70.32690333340643
43,64.86691636496045
44,47.08244419554175
45,47.0421030819248
46,42.858793973907616
47,75.94105449278082
48,64.79044830637982
49,69.31779824897748
50,55.940068269911336
51,79.40233034434061
52,70.33963991346917
53,64.87906945718876
54,47.091005340159384
55,47.05085425540767
56,42.86671045886126
57,75.95550624518361
58,64.80229205489127
59,69.33038165100939
60,55.95034750353662
61,79.41695835502827
62,70.35237649353189
63,64.8912225494171
64,47.09956648477702
65,47.05960542889055
66,42.87462694381491
67,75.96995799758642
68,64.8141358034027
69,69.34296505304131
70,55.960626737161896
71,79.43158636571593
72,70.36511307359463
73,64.90337564164541
74,47.10812762939466
75,47.06835660237342
76,42.88254342876856
77,75.98440974998923
78,64.82597955191416
79,69.35554845507323
80,55.97090597078717
81,79.44621437640359
82,70.37784965365736
83,64.91552873387373
84,47.116688774012296
85,47.07710777585629
86,42.890459913722204
87,75.99886150239203
88,64.8378233004256
89,69.36813185710514
90,55.981185204412455
91,79.46084238709125
92,70.39058623372009
93,64.92768182610206
94,47.12524991862993
95,47.08585894933916
96,42.89837639867585
97,76.01331325479484
98,64.84966704893705
99,69.38071525913705
100,55.99146443803773
101,79.47547039777889
102,70.40332281378282
103,64.93983491833038
104,47.13381106324757
105,47.09461012282203
106,42.906292883629504
107,76.02776500719764
108,64.86151079744849
109,69.39329866116897
110,56.00174367166301
111,79.49009840846655
112,70.41605939384554
113,64.9519880105587
114,47.14237220786521
115,47.10336129630491
116,42.914209368583144
117,76.04221675960045
118,64.87335454595993
119,69.40588206320089
120,56.01202290528829
121,79.50472641915421
122,70.42879597390828
123,64.96414110278701
124,47.150933352482845
125,47.11211246978778
126,42.9221258535368
127,76.05666851200326
128,64.88519829447138
129,69.4184654652328
130,56.02230213891356
131,79.51935442984187
132,70.441532553971
133,64.97629419501533
134,47.15949449710048
135,47.12086364327065
136,42.930042338490445
137,76.07112026440606
138,64.89704204298283
139,69.4310488672647
140,56.03258137253884
141,79.53398244052953
